,Title,Date,day_of_week,month,Shows,len,title,season,episode,Unnamed: 0,show_id,type,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Unnamed: 0.1,tconst,titleType,primaryTitle,isAdult,startYear,endYear,runtimeMinutes,genres
1291,Friends: Season 4: The One with the Dirty Girl,2020-06-18,Thursday,June,"['Friends', ' Season 4', ' The One with the Dirty Girl']",3.0,Friends, Season 4, The One with the Dirty Girl,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1292,Friends: Season 4: The One with Joey's New Girlfriend,2020-06-18,Thursday,June,"['Friends', ' Season 4', "" The One with Joey's New Girlfriend""]",3.0,Friends, Season 4, The One with Joey's New Girlfriend,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1293,Friends: Season 4: The One with Joey's New Girlfriend,2020-06-18,Thursday,June,"['Friends', ' Season 4', "" The One with Joey's New Girlfriend""]",3.0,Friends, Season 4, The One with Joey's New Girlfriend,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1294,Friends: Season 4: The One with Joey's New Girlfriend,2020-06-18,Thursday,June,"['Friends', ' Season 4', "" The One with Joey's New Girlfriend""]",3.0,Friends, Season 4, The One with Joey's New Girlfriend,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1295,Friends: Season 4: The One with the Ballroom Dancing,2020-06-18,Thursday,June,"['Friends', ' Season 4', ' The One with the Ballroom Dancing']",3.0,Friends, Season 4, The One with the Ballroom Dancing,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1296,Friends: Season 4: The One with the Ballroom Dancing,2020-06-18,Thursday,June,"['Friends', ' Season 4', ' The One with the Ballroom Dancing']",3.0,Friends, Season 4, The One with the Ballroom Dancing,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1297,Friends: Season 4: The One with the Ballroom Dancing,2020-06-18,Thursday,June,"['Friends', ' Season 4', ' The One with the Ballroom Dancing']",3.0,Friends, Season 4, The One with the Ballroom Dancing,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1298,Friends: Season 4: The One with the 'Cuffs,2020-06-18,Thursday,June,"['Friends', ' Season 4', "" The One with the 'Cuffs""]",3.0,Friends, Season 4, The One with the 'Cuffs,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1299,Friends: Season 4: The One with the 'Cuffs,2020-06-18,Thursday,June,"['Friends', ' Season 4', "" The One with the 'Cuffs""]",3.0,Friends, Season 4, The One with the 'Cuffs,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1300,Friends: Season 4: The One with the 'Cuffs,2020-06-18,Thursday,June,"['Friends', ' Season 4', "" The One with the 'Cuffs""]",3.0,Friends, Season 4, The One with the 'Cuffs,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1301,Friends: Season 4: The One with the Cat,2020-06-17,Wednesday,June,"['Friends', ' Season 4', ' The One with the Cat']",3.0,Friends, Season 4, The One with the Cat,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1302,Friends: Season 4: The One with the Cat,2020-06-17,Wednesday,June,"['Friends', ' Season 4', ' The One with the Cat']",3.0,Friends, Season 4, The One with the Cat,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1303,Friends: Season 4: The One with the Cat,2020-06-17,Wednesday,June,"['Friends', ' Season 4', ' The One with the Cat']",3.0,Friends, Season 4, The One with the Cat,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1304,Modern Family: Season 4: Open House of Horrors,2020-06-17,Wednesday,June,"['Modern Family', ' Season 4', ' Open House of Horrors']",3.0,Modern Family, Season 4, Open House of Horrors,53270.0,,,,,,,,,,,,3129925.0,tt1442437,show,Modern Family,0.0,2009,2020,22.0,"Comedy,Drama,Romance"
1305,Modern Family: Season 4: The Butler's Escape,2020-06-17,Wednesday,June,"['Modern Family', ' Season 4', "" The Butler's Escape""]",3.0,Modern Family, Season 4, The Butler's Escape,53270.0,,,,,,,,,,,,3129925.0,tt1442437,show,Modern Family,0.0,2009,2020,22.0,"Comedy,Drama,Romance"
1306,Modern Family: Season 4: Snip,2020-06-17,Wednesday,June,"['Modern Family', ' Season 4', ' Snip']",3.0,Modern Family, Season 4, Snip,53270.0,,,,,,,,,,,,3129925.0,tt1442437,show,Modern Family,0.0,2009,2020,22.0,"Comedy,Drama,Romance"
1307,Modern Family: Season 4: Schooled,2020-06-17,Wednesday,June,"['Modern Family', ' Season 4', ' Schooled']",3.0,Modern Family, Season 4, Schooled,53270.0,,,,,,,,,,,,3129925.0,tt1442437,show,Modern Family,0.0,2009,2020,22.0,"Comedy,Drama,Romance"
1308,Friends: Season 4: The One with the Jellyfish,2020-06-16,Tuesday,June,"['Friends', ' Season 4', ' The One with the Jellyfish']",3.0,Friends, Season 4, The One with the Jellyfish,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1309,Friends: Season 4: The One with the Jellyfish,2020-06-16,Tuesday,June,"['Friends', ' Season 4', ' The One with the Jellyfish']",3.0,Friends, Season 4, The One with the Jellyfish,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1310,Friends: Season 4: The One with the Jellyfish,2020-06-16,Tuesday,June,"['Friends', ' Season 4', ' The One with the Jellyfish']",3.0,Friends, Season 4, The One with the Jellyfish,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1311,Friends: Season 3: The One at the Beach,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One at the Beach']",3.0,Friends, Season 3, The One at the Beach,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1312,Friends: Season 3: The One at the Beach,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One at the Beach']",3.0,Friends, Season 3, The One at the Beach,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1313,Friends: Season 3: The One at the Beach,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One at the Beach']",3.0,Friends, Season 3, The One at the Beach,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1314,Friends: Season 3: The One with the Ultimate Fighting Champion,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Ultimate Fighting Champion']",3.0,Friends, Season 3, The One with the Ultimate Fighting Champion,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1315,Friends: Season 3: The One with the Ultimate Fighting Champion,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Ultimate Fighting Champion']",3.0,Friends, Season 3, The One with the Ultimate Fighting Champion,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1316,Friends: Season 3: The One with the Ultimate Fighting Champion,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Ultimate Fighting Champion']",3.0,Friends, Season 3, The One with the Ultimate Fighting Champion,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1317,Friends: Season 3: The One with Ross's Thing,2020-06-16,Tuesday,June,"['Friends', ' Season 3', "" The One with Ross's Thing""]",3.0,Friends, Season 3, The One with Ross's Thing,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1318,Friends: Season 3: The One with Ross's Thing,2020-06-16,Tuesday,June,"['Friends', ' Season 3', "" The One with Ross's Thing""]",3.0,Friends, Season 3, The One with Ross's Thing,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1319,Friends: Season 3: The One with Ross's Thing,2020-06-16,Tuesday,June,"['Friends', ' Season 3', "" The One with Ross's Thing""]",3.0,Friends, Season 3, The One with Ross's Thing,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1320,Modern Family: Season 4: Bringing Up Baby,2020-06-16,Tuesday,June,"['Modern Family', ' Season 4', ' Bringing Up Baby']",3.0,Modern Family, Season 4, Bringing Up Baby,53270.0,,,,,,,,,,,,3129925.0,tt1442437,show,Modern Family,0.0,2009,2020,22.0,"Comedy,Drama,Romance"
1321,Modern Family: Season 3: Baby on Board,2020-06-16,Tuesday,June,"['Modern Family', ' Season 3', ' Baby on Board']",3.0,Modern Family, Season 3, Baby on Board,53270.0,,,,,,,,,,,,3129925.0,tt1442437,show,Modern Family,0.0,2009,2020,22.0,"Comedy,Drama,Romance"
1322,Friends: Season 3: The One with the Screamer,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Screamer']",3.0,Friends, Season 3, The One with the Screamer,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1323,Friends: Season 3: The One with the Screamer,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Screamer']",3.0,Friends, Season 3, The One with the Screamer,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1324,Friends: Season 3: The One with the Screamer,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Screamer']",3.0,Friends, Season 3, The One with the Screamer,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1325,Friends: Season 3: The One with a Chick. And a Duck,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with a Chick. And a Duck']",3.0,Friends, Season 3, The One with a Chick. And a Duck,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1326,Friends: Season 3: The One with a Chick. And a Duck,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with a Chick. And a Duck']",3.0,Friends, Season 3, The One with a Chick. And a Duck,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1327,Friends: Season 3: The One with a Chick. And a Duck,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with a Chick. And a Duck']",3.0,Friends, Season 3, The One with a Chick. And a Duck,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1328,Modern Family: Season 3: Tableau Vivant,2020-06-16,Tuesday,June,"['Modern Family', ' Season 3', ' Tableau Vivant']",3.0,Modern Family, Season 3, Tableau Vivant,53270.0,,,,,,,,,,,,3129925.0,tt1442437,show,Modern Family,0.0,2009,2020,22.0,"Comedy,Drama,Romance"
1329,Friends: Season 3: The One with the Dollhouse,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Dollhouse']",3.0,Friends, Season 3, The One with the Dollhouse,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1330,Friends: Season 3: The One with the Dollhouse,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Dollhouse']",3.0,Friends, Season 3, The One with the Dollhouse,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1331,Friends: Season 3: The One with the Dollhouse,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Dollhouse']",3.0,Friends, Season 3, The One with the Dollhouse,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1332,Friends: Season 3: The One with the Tiny T-Shirt,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Tiny T-Shirt']",3.0,Friends, Season 3, The One with the Tiny T-Shirt,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1333,Friends: Season 3: The One with the Tiny T-Shirt,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Tiny T-Shirt']",3.0,Friends, Season 3, The One with the Tiny T-Shirt,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1334,Friends: Season 3: The One with the Tiny T-Shirt,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Tiny T-Shirt']",3.0,Friends, Season 3, The One with the Tiny T-Shirt,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1335,Friends: Season 3: The One with the Hypnosis Tape,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Hypnosis Tape']",3.0,Friends, Season 3, The One with the Hypnosis Tape,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1336,Friends: Season 3: The One with the Hypnosis Tape,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Hypnosis Tape']",3.0,Friends, Season 3, The One with the Hypnosis Tape,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1337,Friends: Season 3: The One with the Hypnosis Tape,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One with the Hypnosis Tape']",3.0,Friends, Season 3, The One with the Hypnosis Tape,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
1338,Friends: Season 3: The One Without the Ski Trip,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One Without the Ski Trip']",3.0,Friends, Season 3, The One Without the Ski Trip,2189.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",76980.0,tt0078615,show,Friends,0.0,1979,1979,60.0,"Comedy,Drama"
1339,Friends: Season 3: The One Without the Ski Trip,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One Without the Ski Trip']",3.0,Friends, Season 3, The One Without the Ski Trip,2190.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",106416.0,tt0108778,show,Friends,0.0,1994,2004,22.0,"Comedy,Romance"
1340,Friends: Season 3: The One Without the Ski Trip,2020-06-16,Tuesday,June,"['Friends', ' Season 3', ' The One Without the Ski Trip']",3.0,Friends, Season 3, The One Without the Ski Trip,2191.0,70153404.0,TV Show,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",302508.0,tt0315608,show,Friends,0.0,2002,N,50.0,"Drama,Romance"
